,Won,Lost,Tied,Points,Division Relays,All-Star Relays,Total Points
Mansion House,0,0,0,0.0,0.0,0.0,0.0
Shouse Village,0,0,0,0.0,0.0,0.0,0.0
Cottontail,0,0,0,0.0,0.0,0.0,0.0
Daventry,0,0,0,0.0,0.0,0.0,0.0
Forest Hollow,0,0,0,0.0,0.0,0.0,0.0
Rolling Valley,0,0,0,0.0,0.0,0.0,0.0
Sully Station II,0,0,0,0.0,0.0,0.0,0.0
Woodley,0,0,0,0.0,0.0,0.0,0.0
Fox Hunt,0,0,0,0.0,0.0,0.0,0.0
Laurel Hill,0,0,0,0.0,0.0,0.0,0.0
Poplar Tree,0,0,0,0.0,0.0,0.0,0.0
Lake Braddock,0,0,0,0.0,0.0,0.0,0.0
Parklawn,0,0,0,0.0,0.0,0.0,0.0
Parliament,0,0,0,0.0,0.0,0.0,0.0
Herndon,0,0,0,0.0,0.0,0.0,0.0
Hollin Hills,0,0,0,0.0,0.0,0.0,0.0
Ilda Community,0,0,0,0.0,0.0,0.0,0.0
Long Branch,0,0,0,0.0,0.0,0.0,0.0
Newington Forest,0,0,0,0.0,0.0,0.0,0.0
Pleasant Valley,0,0,0,0.0,0.0,0.0,0.0
Burke Station,0,0,0,0.0,0.0,0.0,0.0
Commonwealth,0,0,0,0.0,0.0,0.0,0.0
Lincolnia Park,0,0,0,0.0,0.0,0.0,0.0
Pinewood Lake,0,0,0,0.0,0.0,0.0,0.0
Springfield,0,0,0,0.0,0.0,0.0,0.0
Village West,0,0,0,0.0,0.0,0.0,0.0
Broyhill Crest,0,0,0,0.0,0.0,0.0,0.0
Edsall Park,0,0,0,0.0,0.0,0.0,0.0
North Springfield,0,0,0,0.0,0.0,0.0,0.0
